1,0,0,0,0,-6.4319e-24,-2.9402e-23,4.1519e-23,-0.70711,1.0706e-22,0.70711,-4.4345e-23,-1,1.0706e-22,0.70711,4.4345e-23,0.70711
2,0.024777,0.024777,0,0,0.0058422,0.00013542,0.0058345,-0.70643,0.022532,0.70742,0.0074683,-0.9992,0.039283,0.70774,0.033034,0.7057
3,0.049554,0.049554,0,0,0.011688,0.00054914,0.011652,-0.70594,0.043441,0.70694,0.017079,-0.99678,0.078306,0.70807,0.067353,0.70293
4,0.07433,0.07433,0,0,0.017536,0.0012507,0.01744,-0.70564,0.062667,0.70579,0.028692,-0.99274,0.11683,0.70799,0.10269,0.69872
5,0.099107,0.099107,0,0,0.02338,0.0022473,0.023188,-0.70554,0.080171,0.70412,0.042157,-0.98707,0.15463,0.70741,0.13878,0.69304
6,0.12372,0.12372,0,0,0.02918,0.0035348,0.028846,-0.70562,0.095838,0.70208,0.057211,-0.97987,0.19126,0.70628,0.17512,0.68593
7,0.14834,0.14834,0,0,0.034968,0.0051215,0.03444,-0.70585,0.10978,0.6998,0.073774,-0.97115,0.22677,0.70451,0.21169,0.67739
8,0.17296,0.17296,0,0,0.040739,0.0070084,0.039957,-0.70621,0.12203,0.69741,0.091679,-0.96098,0.26098,0.70205,0.24824,0.66746
9,0.19757,0.19757,0,0,0.046486,0.0091943,0.045389,-0.70664,0.1326,0.69504,0.11076,-0.94944,0.29375,0.69885,0.28455,0.65623
10,0.22257,0.22257,0,0,0.052292,0.011717,0.050804,-0.70711,0.14168,0.69276,0.13116,-0.93644,0.3254,0.69483,0.32096,0.64358
11,0.24757,0.24757,0,0,0.058061,0.01454,0.056109,-0.70757,0.14915,0.69072,0.15243,-0.92224,0.35529,0.69001,0.35668,0.62982
12,0.27256,0.27256,0,0,0.063787,0.017658,0.061295,-0.70795,0.15509,0.68902,0.17439,-0.90699,0.38334,0.68439,0.39155,0.61506
13,0.29756,0.29756,0,0,0.069463,0.021062,0.066355,-0.70821,0.15958,0.68773,0.19689,-0.89083,0.40946,0.67799,0.42539,0.59948
14,0.32237,0.32237,0,0,0.07504,0.024714,0.071246,-0.70828,0.1627,0.68692,0.21959,-0.87402,0.43343,0.67091,0.45783,0.58333
15,0.34718,0.34718,0,0,0.080556,0.02863,0.076001,-0.70813,0.16458,0.68664,0.24252,-0.85661,0.45542,0.66313,0.48902,0.56667
16,0.37199,0.37199,0,0,0.086006,0.032798,0.080617,-0.70769,0.16531,0.68691,0.26554,-0.83872,0.47543,0.65472,0.51886,0.54966
17,0.3968,0.3968,0,0,0.091383,0.037207,0.085091,-0.70694,0.16501,0.68775,0.28853,-0.82052,0.49345,0.64574,0.54728,0.53245
18,0.42341,0.42341,0,0,0.097066,0.042191,0.089732,-0.70574,0.16365,0.68932,0.31303,-0.80081,0.5106,0.63557,0.57613,0.51393
19,0.45002,0.45002,0,0,0.10266,0.047423,0.094209,-0.70408,0.16131,0.69155,0.33725,-0.78106,0.52555,0.62492,0.60326,0.49553
20,0.47664,0.47664,0,0,0.10815,0.052888,0.098524,-0.70195,0.15814,0.69445,0.36106,-0.76145,0.53836,0.61392,0.62864,0.4774
21,0.50325,0.50325,0,0,0.11355,0.05857,0.10268,-0.69932,0.15422,0.69797,0.38439,-0.74212,0.5491,0.60266,0.65229,0.4597
22,0.52811,0.52811,0,0,0.1185,0.06406,0.10642,-0.6964,0.14998,0.70181,0.40565,-0.72445,0.55734,0.59201,0.67282,0.44366
23,0.55296,0.55296,0,0,0.12336,0.069714,0.11003,-0.69302,0.14526,0.70613,0.42636,-0.70725,0.56393,0.58133,0.69188,0.4282
24,0.57782,0.57782,0,0,0.12813,0.07552,0.11352,-0.68919,0.14014,0.7109,0.44646,-0.69062,0.56896,0.5707,0.70951,0.4134
25,0.60267,0.60267,0,0,0.13281,0.081466,0.11688,-0.6849,0.13467,0.71608,0.46592,-0.67465,0.57251,0.5602,0.72575,0.39932
26,0.62776,0.62776,0,0,0.13745,0.087598,0.12017,-0.68013,0.12886,0.72167,0.48488,-0.65926,0.57469,0.54983,0.74079,0.3859
27,0.65285,0.65285,0,0,0.14201,0.093851,0.12334,-0.67493,0.12281,0.72759,0.50313,-0.64469,0.57553,0.53976,0.75451,0.37333
28,0.67794,0.67794,0,0,0.14648,0.10021,0.12641,-0.6693,0.11657,0.73379,0.52065,-0.63098,0.57513,0.53005,0.76699,0.36163
29,0.70302,0.70302,0,0,0.15087,0.10667,0.12939,-0.66328,0.11017,0.74022,0.53744,-0.61819,0.57358,0.52079,0.77827,0.35082
30,0.72766,0.72766,0,0,0.15511,0.11311,0.13223,-0.65699,0.10377,0.74672,0.55321,-0.60654,0.57102,0.51217,0.78825,0.34109
31,0.7523,0.7523,0,0,0.15929,0.11962,0.13499,-0.65037,0.097277,0.75336,0.56825,-0.59584,0.5675,0.50409,0.79719,0.33224
32,0.77694,0.77694,0,0,0.1634,0.1262,0.13769,-0.64343,0.090717,0.76011,0.58258,-0.5861,0.5631,0.49659,0.80514,0.32427
33,0.80158,0.80158,0,0,0.16745,0.13284,0.14032,-0.6362,0.084107,0.76693,0.5962,-0.57734,0.55788,0.4897,0.81216,0.31716
34,0.82638,0.82638,0,0,0.17147,0.13958,0.14292,-0.62865,0.077417,0.77383,0.60919,-0.5695,0.55187,0.48342,0.81834,0.31085
35,0.85119,0.85119,0,0,0.17544,0.14637,0.14546,-0.62085,0.070702,0.78073,0.62147,-0.56266,0.54516,0.47783,0.82366,0.30539
36,0.87599,0.87599,0,0,0.17937,0.15319,0.14797,-0.61284,0.063969,0.78762,0.63305,-0.5568,0.53779,0.47295,0.82818,0.30073
