1,0,0,0,0,4.0578e-24,2.3048e-24,-2.9926e-24,-0.70711,1.6136e-23,0.70711,-7.2305e-24,-1,1.5589e-23,0.70711,5.9106e-24,0.70711
2,0.020028,0,0,0,0.0047226,-0.00011102,0.0047159,-0.70637,-0.022751,0.70748,-0.0076608,-0.99918,-0.03978,0.7078,-0.033519,0.70561
3,0.040056,0,0,0,0.0094488,-0.00045056,0.0094172,-0.70582,-0.043716,0.70704,-0.017652,-0.9967,-0.079248,0.70817,-0.068415,0.70272
4,0.060083,0,0,0,0.014176,-0.0010267,0.014094,-0.70549,-0.062843,0.70593,-0.029781,-0.99255,-0.11812,0.7081,-0.10436,0.69836
5,0.080111,0,0,0,0.018901,-0.0018454,0.018737,-0.70535,-0.080105,0.70432,-0.043844,-0.98676,-0.15614,0.7075,-0.14101,0.6925
6,0.10173,0,0,0,0.023996,-0.0030057,0.023701,-0.70542,-0.096645,0.70217,-0.060953,-0.97872,-0.19594,0.70617,-0.18102,0.68451
7,0.12336,0,0,0,0.029078,-0.0044548,0.0286,-0.70565,-0.11104,0.6998,-0.079793,-0.96891,-0.23419,0.70405,-0.2211,0.67485
8,0.14498,0,0,0,0.034142,-0.006192,0.033424,-0.70602,-0.12333,0.69737,-0.10009,-0.95746,-0.27066,0.70109,-0.26089,0.66364
9,0.16661,0,0,0,0.039182,-0.0082139,0.038163,-0.70645,-0.13361,0.69504,-0.12157,-0.94452,-0.30514,0.69725,-0.30006,0.65101
10,0.1882,0,0,0,0.044185,-0.010512,0.0428,-0.70688,-0.14197,0.69294,-0.14393,-0.93028,-0.33743,0.69253,-0.33826,0.63716
11,0.2098,0,0,0,0.04915,-0.013081,0.047334,-0.70725,-0.14855,0.69118,-0.16696,-0.91493,-0.36747,0.68696,-0.37529,0.62228
12,0.2314,0,0,0,0.054073,-0.015912,0.051757,-0.7075,-0.15346,0.68985,-0.1904,-0.89866,-0.39517,0.68058,-0.41093,0.60658
13,0.253,0,0,0,0.058947,-0.018994,0.056065,-0.70756,-0.15684,0.68902,-0.21403,-0.88169,-0.42049,0.67346,-0.445,0.59028
14,0.27649,0,0,0,0.064188,-0.022617,0.060617,-0.70736,-0.15896,0.68875,-0.23972,-0.86269,-0.44531,0.66496,-0.4801,0.57213
15,0.29999,0,0,0,0.06936,-0.026508,0.065026,-0.70682,-0.15963,0.68914,-0.26516,-0.84339,-0.46732,0.65582,-0.51304,0.5538
16,0.32349,0,0,0,0.074459,-0.030647,0.069291,-0.7059,-0.15903,0.69023,-0.29013,-0.82406,-0.48658,0.64617,-0.54373,0.53557
17,0.34698,0,0,0,0.07948,-0.035018,0.073415,-0.70457,-0.15732,0.69198,-0.31445,-0.80495,-0.50317,0.63617,-0.57211,0.51767
18,0.37268,0,0,0,0.084881,-0.040042,0.077767,-0.70261,-0.15439,0.69463,-0.34013,-0.78458,-0.51841,0.62503,-0.6005,0.49874
19,0.39838,0,0,0,0.090187,-0.045297,0.081961,-0.70012,-0.15052,0.69798,-0.36469,-0.76503,-0.53078,0.61387,-0.62615,0.48072
20,0.42408,0,0,0,0.095397,-0.05076,0.086005,-0.69712,-0.14589,0.70196,-0.38799,-0.74656,-0.54047,0.6029,-0.64912,0.46384
21,0.44977,0,0,0,0.10052,-0.056408,0.08991,-0.69361,-0.14065,0.70648,-0.40994,-0.72938,-0.54768,0.59233,-0.66949,0.44825
22,0.47707,0,0,0,0.10586,-0.062588,0.093919,-0.68938,-0.13457,0.71179,-0.4317,-0.71274,-0.55285,0.58172,-0.6884,0.43326
23,0.50437,0,0,0,0.1111,-0.068928,0.0978,-0.68467,-0.12807,0.71751,-0.45178,-0.69793,-0.55568,0.57194,-0.70462,0.41999
24,0.53167,0,0,0,0.11627,-0.075404,0.10157,-0.67954,-0.12127,0.72354,-0.47017,-0.6851,-0.5564,0.56317,-0.71829,0.40853
25,0.55897,0,0,0,0.12136,-0.081992,0.10524,-0.67405,-0.11426,0.72979,-0.48683,-0.67433,-0.55522,0.55556,-0.72953,0.39891
26,0.58758,0,0,0,0.12662,-0.088995,0.109,-0.66798,-0.10674,0.73648,-0.50245,-0.66535,-0.55214,0.54895,-0.73886,0.39081
27,0.61619,0,0,0,0.13183,-0.096075,0.1127,-0.66165,-0.099103,0.74323,-0.51618,-0.65875,-0.54736,0.54385,-0.74581,0.38471
28,0.6448,0,0,0,0.137,-0.10321,0.11635,-0.65513,-0.091387,0.74997,-0.52807,-0.65454,-0.54104,0.54033,-0.75049,0.38055
29,0.67341,0,0,0,0.14214,-0.11038,0.11996,-0.64847,-0.083607,0.75664,-0.53812,-0.65269,-0.53331,0.53844,-0.753,0.37826
30,0.70143,0,0,0,0.14717,-0.11742,0.12349,-0.64185,-0.075931,0.76306,-0.54623,-0.65313,-0.52446,0.5382,-0.75343,0.37774
31,0.72944,0,0,0,0.1522,-0.12445,0.12702,-0.63519,-0.068191,0.76934,-0.55265,-0.65571,-0.51441,0.53954,-0.75193,0.37882
32,0.75746,0,0,0,0.15725,-0.13145,0.13057,-0.62851,-0.060369,0.77546,-0.55743,-0.66034,-0.50321,0.54245,-0.74853,0.38138
33,0.78548,0,0,0,0.16233,-0.13842,0.13415,-0.62182,-0.052438,0.7814,-0.5606,-0.66692,-0.49086,0.54688,-0.74328,0.38531
34,0.81229,0,0,0,0.16724,-0.14503,0.13761,-0.61541,-0.044709,0.78693,-0.56216,-0.67492,-0.47798,0.55249,-0.73654,0.39022
35,0.83911,0,0,0,0.17221,-0.15158,0.14113,-0.60901,-0.036806,0.79231,-0.56233,-0.68445,-0.46403,0.55937,-0.72813,0.39614
36,0.86592,0,0,0,0.17725,-0.15804,0.1447,-0.60259,-0.028679,0.79753,-0.56114,-0.69537,-0.44899,0.56745,-0.71808,0.40293
37,0.89274,0,0,0,0.18236,-0.16441,0.14833,-0.59615,-0.020273,0.80261,-0.55865,-0.70752,-0.43282,0.57664,-0.70641,0.41046
38,0.91955,0,0,0,0.18756,-0.17067,0.15204,-0.58967,-0.011524,0.80756,-0.55492,-0.72073,-0.41547,0.58682,-0.69312,0.4186
39,0.94637,0,0,0,0.19285,-0.1768,0.15582,-0.58311,-0.0023587,0.81239,-0.55,-0.73482,-0.39691,0.5979,-0.67826,0.42718
40,0.97318,0,0,0,0.19825,-0.18279,0.15967,-0.57645,0.0073006,0.8171,-0.54398,-0.7496,-0.37708,0.60974,-0.66185,0.43608
41,1,0,0,0,0.20375,-0.18862,0.16361,-0.56967,0.01754,0.82169,-0.53695,-0.76485,-0.35594,0.62222,-0.64397,0.44513
1,0,0,0,0,-9.8816e-25,2.2125e-24,-6.8537e-25,0.70711,2.5966e-24,0.70711,3.1828e-24,-1,4.894e-25,0.70711,1.9045e-24,-0.70711
2,0.020028,0,0,0,0.0047226,-0.00011102,-0.0047159,0.70637,0.022751,0.70748,-0.0076608,-0.99918,0.03978,0.7078,-0.033519,-0.70561
3,0.040056,0,0,0,0.0094488,-0.00045056,-0.0094172,0.70582,0.043716,0.70704,-0.017652,-0.9967,0.079248,0.70817,-0.068415,-0.70272
4,0.060083,0,0,0,0.014176,-0.0010267,-0.014094,0.70549,0.062843,0.70593,-0.029781,-0.99255,0.11812,0.7081,-0.10436,-0.69836
5,0.080111,0,0,0,0.018901,-0.0018454,-0.018737,0.70535,0.080105,0.70432,-0.043844,-0.98676,0.15614,0.7075,-0.14101,-0.6925
6,0.10173,0,0,0,0.023996,-0.0030057,-0.023701,0.70542,0.096645,0.70217,-0.060953,-0.97872,0.19594,0.70617,-0.18102,-0.68451
7,0.12336,0,0,0,0.029078,-0.0044548,-0.0286,0.70565,0.11104,0.6998,-0.079793,-0.96891,0.23419,0.70405,-0.2211,-0.67485
8,0.14498,0,0,0,0.034142,-0.006192,-0.033424,0.70602,0.12333,0.69737,-0.10009,-0.95746,0.27066,0.70109,-0.26089,-0.66364
9,0.16661,0,0,0,0.039182,-0.0082139,-0.038163,0.70645,0.13361,0.69504,-0.12157,-0.94452,0.30514,0.69725,-0.30006,-0.65101
10,0.1882,0,0,0,0.044185,-0.010512,-0.0428,0.70688,0.14197,0.69294,-0.14393,-0.93028,0.33743,0.69253,-0.33826,-0.63716
11,0.2098,0,0,0,0.04915,-0.013081,-0.047334,0.70725,0.14855,0.69118,-0.16696,-0.91493,0.36747,0.68696,-0.37529,-0.62228
12,0.2314,0,0,0,0.054073,-0.015912,-0.051757,0.7075,0.15346,0.68985,-0.1904,-0.89866,0.39517,0.68058,-0.41093,-0.60658
13,0.253,0,0,0,0.058947,-0.018994,-0.056065,0.70756,0.15684,0.68902,-0.21403,-0.88169,0.42049,0.67346,-0.445,-0.59028
14,0.27649,0,0,0,0.064188,-0.022617,-0.060617,0.70736,0.15896,0.68875,-0.23972,-0.86269,0.44531,0.66496,-0.4801,-0.57213
